"participant_id","condition","human_beauty","ai_beauty","human_depth","ai_depth","human_creativity","ai_creativity","human_liking","ai_liking","human_awe","ai_awe","human_absorption","ai_absorption","human_pleasure","ai_pleasure","human_energy","ai_energy","human_interest","ai_interest","human_insight","ai_insight","human_boredom","ai_boredom","human_anxiety","ai_anxiety","human_sadness","ai_sadness","human_valence","ai_valence","human_arousal","ai_arousal","human_emotional_attention","ai_emotional_attention"
57,2,4.65833333333333,4.375,4.075,3.575,4.08333333333333,3.475,5.24166666666667,4.5,3.08333333333333,2.925,4.275,2.975,4.475,3.59166666666667,5.05,4.225,4.03333333333333,3.65,3.76666666666667,3.11666666666667,1,1.24166666666667,1.06666666666667,1.4,1.34166666666667,2.00833333333333,4.61666666666667,3.85,3.625,3.45833333333333,3.93333333333333,3.73333333333333
58,2,5.64444444444444,4.63333333333333,4.42777777777778,3.43888888888889,4.26111111111111,2.93333333333333,6.03333333333333,4.45,5.19444444444444,4.42222222222222,5.6,4.46666666666667,5.46666666666667,4.07777777777778,5.76111111111111,4.1,5.91666666666667,4.06666666666667,5.12777777777778,3.92222222222222,1,2.39444444444444,1.88333333333333,2.10555555555556,2.11666666666667,2.26666666666667,4.32222222222222,3.59444444444444,4.45555555555556,3.73888888888889,4.95,2.43333333333333
59,2,3.55555555555556,3.55555555555556,2.88888888888889,2.43518518518519,3.54166666666667,3.02777777777778,2.93055555555556,3.81481481481481,4.27777777777778,3.96296296296296,2.65277777777778,2.65740740740741,3.06944444444444,3.13888888888889,4.54166666666667,3.28703703703704,1.83333333333333,3.19444444444444,4.05555555555556,3.58333333333333,1.04166666666667,1.92592592592593,3.25,3.87037037037037,3.94444444444444,4.09259259259259,3.45833333333333,3.2962962962963,4.08333333333333,4.11111111111111,5.26388888888889,5.12037037037037
60,2,5.32777777777778,4.49444444444444,3.75,3.36111111111111,3.62777777777778,2.61666666666667,5.18333333333333,3.91666666666667,3.14444444444444,3.98333333333333,3.83333333333333,2.55,3.38888888888889,2.40555555555556,3.94444444444444,4.13888888888889,4.23888888888889,2.8,2.28888888888889,2.88333333333333,1.2,1.33333333333333,2.51111111111111,3.53888888888889,2.11111111111111,1.88888888888889,3.84444444444444,3.48888888888889,4.10555555555556,3.38333333333333,4.41111111111111,3.90555555555556
61,2,4.48333333333333,4.01666666666667,3.7,2.77777777777778,3.83333333333333,2.56111111111111,4.65555555555556,3.43333333333333,3.75,2.63333333333333,4.11666666666667,2.57222222222222,3.43888888888889,1.95555555555556,5.21666666666667,3.86111111111111,4.56666666666667,2.98333333333333,3.48888888888889,2.22222222222222,1,1.22222222222222,2.83333333333333,1.6,2.91111111111111,2.4,3.7,3.35555555555556,4.63333333333333,4.12222222222222,4.42777777777778,2.93888888888889
62,2,4.77777777777778,4.31944444444444,2.52380952380952,2.98611111111111,2.1984126984127,2.40277777777778,5.23015873015873,4.61111111111111,3.07936507936508,2.38888888888889,3.76190476190476,3.56944444444444,4.92063492063492,4.43055555555556,4.23809523809524,3.93055555555556,4.4047619047619,4.44444444444444,2.8968253968254,3.08333333333333,1,1,1.49206349206349,1.58333333333333,1.64285714285714,2.13888888888889,4.55555555555556,4.22222222222222,2.61904761904762,3,2.79365079365079,3.30555555555556
63,2,3.63333333333333,3.27777777777778,3.18888888888889,2.54444444444444,2.56666666666667,2.37777777777778,4.52777777777778,3.82222222222222,2.12222222222222,2.70555555555556,3.05,2.61666666666667,3.47222222222222,3.17222222222222,4.01111111111111,3.53333333333333,3.73888888888889,3.31666666666667,4.21111111111111,3.61666666666667,1.45,1.73888888888889,1.50555555555556,1.65555555555556,1.61666666666667,1.93333333333333,4.22777777777778,3.62222222222222,2.43333333333333,2.25555555555556,1.63333333333333,1.90555555555556
64,2,4.5015873015873,4.23809523809524,2.88571428571429,2.81269841269841,3.44761904761905,3.37142857142857,3.70793650793651,4.40952380952381,3.03809523809524,3.19365079365079,2.43492063492063,2.85079365079365,3.5015873015873,3.63809523809524,4.4,4.45396825396826,4.34920634920635,3.86666666666667,3.87619047619048,4.12698412698413,1.4,1.19047619047619,2.23809523809524,2.39047619047619,1.87619047619048,1.53333333333333,3.7968253968254,3.90793650793651,3.65079365079365,3.46666666666667,4.31746031746032,4.08888888888889
65,2,4.69444444444444,3.67777777777778,2.94444444444444,2.01666666666667,2.96666666666667,1.98888888888889,5.10555555555556,4.36666666666667,3.78333333333333,2.58888888888889,4.52777777777778,2.9,4.93888888888889,3.42777777777778,4.70555555555556,3.5,4.48333333333333,3.47777777777778,3.02777777777778,2.05555555555556,1.12222222222222,1.25555555555556,1.18888888888889,1.32222222222222,1.57777777777778,1.12222222222222,4.52222222222222,3.98888888888889,3.72777777777778,2.79444444444444,3.34444444444444,2.03333333333333
66,2,4.40555555555556,4.67222222222222,2.3,2.49444444444444,2.15,2.35555555555556,5.14444444444444,5.22777777777778,1.93888888888889,1.83888888888889,3.21666666666667,3.44444444444444,4.15,4.08888888888889,4.66666666666667,4.48333333333333,3.64444444444444,4,1.89444444444444,1.82222222222222,1,1.11111111111111,1.25,1.22222222222222,1.78888888888889,1.72222222222222,3.98888888888889,3.82777777777778,4.38888888888889,4.09444444444444,4.36111111111111,4.07777777777778
67,2,5.375,4.63333333333333,5.15833333333333,4.3,5.64166666666667,4.76666666666667,6.175,5.25,5.6,5.28333333333333,5.86666666666667,4.76666666666667,5.45,4.825,5.59166666666667,4.575,6.38333333333333,5.13333333333333,5.775,5.09166666666667,1.91666666666667,2.21666666666667,2.68333333333333,2.425,2.75,2.175,4.25833333333333,4.38333333333333,5.30833333333333,4.91666666666667,5.60833333333333,5.16666666666667
68,2,4.81111111111111,4,3.1,2.36111111111111,3.93333333333333,2.66111111111111,4.71111111111111,3.96111111111111,1.80555555555556,1.41666666666667,2.33333333333333,1.38333333333333,3.07222222222222,2.58333333333333,4.94444444444444,3.97777777777778,3.76666666666667,2.18333333333333,3.53888888888889,2.48888888888889,1.22222222222222,1.15,2.27222222222222,1.60555555555556,1.45555555555556,1.06666666666667,4.26111111111111,4.35555555555556,4.22222222222222,3.09444444444444,4.94444444444444,4.31666666666667
69,2,5.52222222222222,4.27777777777778,5.01111111111111,4.1,4.98333333333333,3.78333333333333,6.07777777777778,5.46111111111111,6.19444444444444,5.14444444444444,6.26111111111111,5.32777777777778,5.77222222222222,4.85,5.48333333333333,4.76111111111111,5.9,4.63333333333333,6.14444444444444,4.96111111111111,2.98333333333333,4.01111111111111,3.12222222222222,3.9,3.52222222222222,3.53888888888889,4.27222222222222,3.99444444444444,4.48888888888889,3.77222222222222,4.86111111111111,4.10555555555556
70,2,4.61111111111111,4.08333333333333,4.16666666666667,3.05952380952381,4,3.29761904761905,4.33333333333333,3.51190476190476,3.94444444444444,1.89285714285714,3.61111111111111,2.97619047619048,3.72222222222222,2.8452380952381,4.11111111111111,3.36904761904762,4.44444444444444,4.4047619047619,2.94444444444445,2.64285714285714,1,1,1,1,1.5,1.46428571428571,4.16666666666667,3.91666666666667,4.05555555555556,3.22619047619048,5.05555555555556,4.20238095238095
71,2,4.55555555555555,4.69047619047619,2.33333333333333,2.23809523809524,2.83333333333333,2.73809523809524,4.33333333333333,4.70238095238095,2.38888888888889,3.08333333333333,3.66666666666667,3.79761904761905,3.44444444444445,3.5952380952381,5.22222222222222,5.16666666666667,3.61111111111111,4.05952380952381,2.33333333333333,2.16666666666667,1.05555555555556,1.16666666666667,1.88888888888889,2.58333333333333,2,2.23809523809524,4.16666666666667,3.88095238095238,3.05555555555556,3.4047619047619,2.72222222222222,2.3452380952381
72,2,4.67857142857143,4.55555555555556,2.96428571428571,3.16666666666666,3.58333333333333,3.22222222222222,4.58333333333333,4.22222222222222,1.91666666666667,1.88888888888889,3.25,2.88888888888889,3.83333333333333,3.11111111111111,4.32142857142857,4.38888888888889,4.33333333333333,4.44444444444444,2.91666666666667,2.94444444444445,1.41666666666667,1.66666666666667,1.35714285714286,1.66666666666667,1.64285714285714,2.33333333333333,4.33333333333333,4,3.72619047619048,4.33333333333333,3.69047619047619,4.55555555555556
73,2,4.01666666666667,3.98888888888889,4.03333333333333,4.07777777777778,2.72222222222222,2.80555555555556,4.58888888888889,3.67222222222222,3.35555555555556,3.03888888888889,3.04444444444444,2.87222222222222,3.66111111111111,3.31111111111111,3.78888888888889,3.17777777777778,3.95555555555556,4.17777777777778,4.08888888888889,3.95555555555556,1.38888888888889,1.89444444444444,1.27777777777778,1.94444444444444,1.5,1.61111111111111,4.26111111111111,4.22777777777778,3.74444444444444,4.55,6.41666666666667,6.52777777777778
74,2,4.94444444444444,4.65277777777778,4.0952380952381,3.43055555555556,2.51587301587301,3.34722222222222,5.34920634920635,4.88888888888889,3.03174603174603,2.05555555555556,3.84126984126984,4.19444444444444,4.0952380952381,3.80555555555556,5.68253968253968,4.70833333333333,3.6984126984127,4.15277777777778,3.83333333333333,3.73611111111111,1.28571428571429,1.33333333333333,3.19047619047619,2.625,2.68253968253968,2.94444444444444,3.96825396825397,3.72222222222222,4.97619047619048,4.375,3.87301587301587,3.98611111111111
75,2,6.57777777777778,6.62777777777778,5.93333333333333,6.25555555555556,5.98888888888889,6.66111111111111,6.83888888888889,6.62222222222222,5.57222222222222,6.03888888888889,6.68888888888889,6.38888888888889,6.83888888888889,6.53888888888889,7.46111111111111,7.11666666666667,6.92222222222222,6.82777777777778,6.65555555555556,7.06111111111111,1,1,1,1,1.12222222222222,1.16666666666667,5.48888888888889,5.03333333333333,5.28888888888889,5.03333333333333,6.21666666666667,6.75
76,2,6.16666666666667,4.35714285714286,5.66666666666667,3.08333333333333,5.77777777777778,3.38095238095238,6.83333333333333,4.5,6.33333333333333,3.01190476190476,7.33333333333333,3.96428571428571,7.05555555555555,4.38095238095238,6.72222222222222,4.86904761904762,7.05555555555555,4.80952380952381,6.61111111111111,3.9047619047619,1.55555555555555,1.35714285714286,2.05555555555555,1.64285714285714,2.16666666666666,1.47619047619048,5.22222222222222,4.07142857142857,5.83333333333333,4.05952380952381,6.16666666666667,3.5952380952381
77,2,5.12380952380952,4.98730158730159,4.7047619047619,4.66031746031746,4.43174603174603,4.20634920634921,5.45714285714286,4.95873015873016,4.88253968253968,5.12380952380952,5.38412698412699,4.46984126984127,5.39365079365079,4.14285714285714,4.51428571428571,4.7015873015873,6.15238095238095,5.11746031746032,5.38412698412699,4.24444444444444,1.4031746031746,1.65079365079365,1.49206349206349,3.51746031746032,1.85079365079365,4.04761904761905,4.41904761904762,3.6984126984127,4.65079365079365,4.85396825396825,3.73650793650794,4.74285714285714
78,2,6,5.46666666666667,5.93333333333333,5.66666666666667,5.73333333333333,5.33333333333333,6.86666666666667,6.26666666666667,6.86666666666667,6.4,6.73333333333333,6.26666666666667,6.86666666666667,6.26666666666667,6.86666666666667,6.2,6.86666666666667,6.2,6.86666666666667,6.2,1,1.33333333333333,1,1,1.2,1.06666666666667,4.8,4.6,3.93333333333333,2.73333333333333,5.8,5.93333333333333
79,2,4.94047619047619,5.05555555555556,3.52380952380952,3.33333333333333,4.01190476190476,4.33333333333333,5.0952380952381,5.33333333333333,2.89285714285714,2.88888888888889,3.11904761904762,2.83333333333333,4.61904761904762,4.55555555555556,5.01190476190476,4.94444444444444,4.45238095238095,4.5,2.14285714285714,2.88888888888889,1.38095238095238,1.11111111111111,1.5952380952381,1.72222222222222,1.88095238095238,2.27777777777778,4.03571428571429,4.11111111111111,3.67857142857143,3.83333333333333,3.28571428571429,3.38888888888889
80,2,4.23809523809524,3.38888888888889,3.52380952380952,3.05555555555555,3.23809523809524,2.22222222222222,4.03571428571429,2.44444444444444,4.60714285714286,2.66666666666667,3.75,2.11111111111111,3.66666666666667,1.83333333333333,4.38095238095238,2.55555555555556,4.29761904761905,2.38888888888889,3.53571428571429,2.72222222222222,1.53571428571429,2.83333333333333,1.46428571428571,2.38888888888889,1.75,1.55555555555556,3.70238095238095,3.27777777777778,3.19047619047619,2.5,3.21428571428571,2.05555555555556
81,2,5.73333333333333,5.25,3.76666666666667,2.69444444444444,4.94444444444444,4.09444444444444,6.07777777777778,5.76111111111111,5.48888888888889,4.54444444444444,4.38333333333333,4.92777777777778,4.85,5.46666666666667,5.6,5.79444444444444,6.11111111111111,5.55,5,4.15555555555556,1,1,1.62222222222222,1.53333333333333,2.52222222222222,1.56666666666667,3.87777777777778,4.26666666666667,4.09444444444444,3.97222222222222,4.3,3.51111111111111
82,2,5.75238095238095,4.62222222222222,3.51746031746032,2.28888888888889,4.45396825396825,2.08888888888889,6.97777777777778,5.47936507936508,4.68571428571429,3.17460317460318,6.34285714285714,4.47301587301587,5.91428571428571,4.64761904761905,6.11428571428571,4.42857142857143,6.94920634920635,4.65079365079365,5.87619047619048,4.52063492063492,1.41904761904762,2.38730158730159,1.26666666666667,1.38095238095238,2.05714285714286,1.97142857142857,5.03809523809524,3.77142857142857,4.79047619047619,3.00952380952381,5.03809523809524,3.04761904761905
83,2,5.69047619047619,3.88888888888889,2.45238095238095,2,3.52380952380952,3.94444444444444,6.25,3.55555555555556,4.41666666666667,2.33333333333333,4.83333333333333,2.27777777777778,5.19047619047619,2.77777777777778,5.3452380952381,3.33333333333333,5.29761904761905,3.27777777777778,2.76190476190476,2.77777777777778,1.0952380952381,1.38888888888889,1.23809523809524,1.22222222222222,1.45238095238095,1.61111111111111,4.79761904761905,3.5,3.5952380952381,2.83333333333334,4.05952380952381,2.11111111111111
84,2,3.08333333333333,2.53968253968254,1.91666666666667,1.0952380952381,2.23611111111111,1.35714285714286,2.33333333333333,1.8968253968254,1.375,1.04761904761905,1.27777777777778,1.26190476190476,1.81944444444444,1.49206349206349,2.47222222222222,2.36507936507937,2.04166666666667,1.67460317460318,2.30555555555556,1.57142857142857,1,1,1.11111111111111,1,1.48611111111111,1.1031746031746,4.09722222222222,4.16666666666667,1.86111111111111,1.38095238095238,2.81944444444444,1.62698412698413
85,2,5.11111111111111,4.13095238095238,3.77777777777778,3.03571428571429,4.11111111111111,2.91666666666667,5.88888888888889,4.69047619047619,4.11111111111111,3.39285714285714,3.88888888888889,2.80952380952381,4.33333333333333,3.21428571428571,5.44444444444445,4.88095238095238,5.27777777777778,4.29761904761905,3.16666666666667,2.60714285714286,1.5,2.04761904761905,2.38888888888889,2.38095238095238,2.94444444444444,2.79761904761905,4.27777777777778,3.75,4.33333333333333,3.42857142857143,4.5,4.01190476190476
